index                                                              shard prirep state      docs    store ip            node
vitruvian-ai-games-similarity-v1                                   0     r      STARTED    1083    3.2mb x.x.x.x a5d7289b2729c0a489674139b94e1430
vitruvian-ai-games-similarity-v1                                   0     r      STARTED    1083    3.2mb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
vitruvian-ai-games-similarity-v1                                   2     r      STARTED    1070    3.1mb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
vitruvian-ai-games-similarity-v1                                   2     r      STARTED    1070    3.1mb x.x.x.x a5d7289b2729c0a489674139b94e1430
vitruvian-ai-games-similarity-v1                                   2     p      STARTED    1070    3.1mb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
vitruvian-ai-games-similarity-v1                                   1     r      STARTED    1086    3.1mb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
vitruvian-ai-games-similarity-v1                                   1     p      STARTED    1086    3.1mb x.x.x.x a5d7289b2729c0a489674139b94e1430
vitruvian-ai-games-similarity-v1                                   1     r      STARTED    1086    3.1mb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
games-archived                                                     0     r      STARTED     330  703.5kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
games-archived                                                     0     p      STARTED     330  703.5kb x.x.x.x a5d7289b2729c0a489674139b94e1430
games-archived                                                     0     r      STARTED     330  703.5kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
games-archived-v2                                                  0     p      STARTED     337  674.9kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
games-archived-v2                                                  0     r      STARTED     337  674.9kb x.x.x.x a5d7289b2729c0a489674139b94e1430
games-archived-v2                                                  0     r      STARTED     337  673.7kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
layouts                                                            0     r      STARTED     407  662.8kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
layouts                                                            0     p      STARTED     407  662.8kb x.x.x.x a5d7289b2729c0a489674139b94e1430
layouts                                                            0     r      STARTED     407  662.8kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
marketing-sections                                                 0     r      STARTED     810  559.2kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
marketing-sections                                                 0     p      STARTED     810  559.2kb x.x.x.x a5d7289b2729c0a489674139b94e1430
marketing-sections                                                 0     r      STARTED     810  559.2kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
views                                                              0     p      STARTED     168  417.9kb x.x.x.x a5d7289b2729c0a489674139b94e1430
ml-game-shuffle                                                    0     p      STARTED    2812  395.4kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
ml-game-shuffle                                                    0     r      STARTED    2812  395.4kb x.x.x.x a5d7289b2729c0a489674139b94e1430
ml-game-shuffle                                                    0     r      STARTED    2812  395.4kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
navigation                                                         0     r      STARTED     428  283.5kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
navigation                                                         0     p      STARTED     428  283.5kb x.x.x.x a5d7289b2729c0a489674139b94e1430
navigation                                                         0     r      STARTED     428  283.5kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
views                                                              0     r      STARTED     168  277.3kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
views                                                              0     r      STARTED     168  277.3kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
categories                                                         0     r      STARTED     350  261.2kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
categories                                                         0     p      STARTED     350  261.2kb x.x.x.x a5d7289b2729c0a489674139b94e1430
categories                                                         0     r      STARTED     350  261.2kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
ml-personalised-sections                                           0     r      STARTED      41  182.4kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
ml-personalised-sections                                           0     p      STARTED      41  182.4kb x.x.x.x a5d7289b2729c0a489674139b94e1430
ml-personalised-sections                                           0     r      STARTED      41  182.4kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
personalisation-defaults                                           0     r      STARTED       8   98.5kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
personalisation-defaults                                           0     p      STARTED       8   98.5kb x.x.x.x a5d7289b2729c0a489674139b94e1430
personalisation-defaults                                           0     r      STARTED       8   98.5kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-model                                                  0     r      STARTED       1   95.1kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-model                                                  0     r      STARTED       1   95.1kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro_security                                               0     r      STARTED      10   62.2kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro_security                                               0     p      STARTED      10   62.2kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro_security                                               0     r      STARTED      10   62.2kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
ventures                                                           0     r      STARTED      21   58.4kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
ventures                                                           0     p      STARTED      21   58.4kb x.x.x.x a5d7289b2729c0a489674139b94e1430
ventures                                                           0     r      STARTED      21   58.4kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
ml-personalised-sections-defaults                                  0     r      STARTED       8     53kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
ml-personalised-sections-defaults                                  0     p      STARTED       8     53kb x.x.x.x a5d7289b2729c0a489674139b94e1430
ml-personalised-sections-defaults                                  0     r      STARTED       8     53kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-task                                                   0     r      STARTED      51   33.3kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-task                                                   0     r      STARTED      51   33.3kb x.x.x.x a5d7289b2729c0a489674139b94e1430
personalised-sections                                              0     r      STARTED      16   32.2kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
personalised-sections                                              0     p      STARTED      16   32.2kb x.x.x.x a5d7289b2729c0a489674139b94e1430
personalised-sections                                              0     r      STARTED      16   32.2kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-model                                                  0     p      STARTED       1   27.4kb x.x.x.x a5d7289b2729c0a489674139b94e1430
migrations                                                         0     r      STARTED       9   24.9kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
migrations                                                         0     p      STARTED       9   24.9kb x.x.x.x a5d7289b2729c0a489674139b94e1430
migrations                                                         0     r      STARTED       9   24.9kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-task                                                   0     p      STARTED      51   24.7kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
migrations                                                         3     r      STARTED       5     24kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
migrations                                                         3     p      STARTED       5     24kb x.x.x.x a5d7289b2729c0a489674139b94e1430
migrations                                                         3     r      STARTED       5     24kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
migrations                                                         4     r      STARTED       4   23.8kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
migrations                                                         4     r      STARTED       4   23.8kb x.x.x.x a5d7289b2729c0a489674139b94e1430
migrations                                                         4     p      STARTED       4   23.8kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
migrations                                                         2     p      STARTED       4   18.1kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
migrations                                                         2     r      STARTED       4   18.1kb x.x.x.x a5d7289b2729c0a489674139b94e1430
migrations                                                         2     r      STARTED       4   18.1kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-agent                                                  0     p      STARTED       1   16.7kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-agent                                                  0     r      STARTED       1   16.7kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-agent                                                  0     r      STARTED       1   16.7kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.tasks                                                             0     p      STARTED       2   16.5kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.tasks                                                             0     r      STARTED       2   16.5kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.tasks                                                             0     r      STARTED       2   16.5kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.kibana_1                                                          0     p      STARTED       2   10.3kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.kibana_1                                                          0     r      STARTED       2   10.3kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.kibana_1                                                          0     r      STARTED       2   10.3kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-config                                                 0     p      STARTED       2    9.1kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-config                                                 0     r      STARTED       2    9.1kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-config                                                 0     r      STARTED       2    9.1kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-stop-words                                             0     p      STARTED      39    8.3kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-stop-words                                             0     r      STARTED      39    8.3kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-stop-words                                             0     r      STARTED      39    8.3kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-stop-words                                             3     p      STARTED      36    8.3kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-stop-words                                             3     r      STARTED      36    8.3kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-stop-words                                             3     r      STARTED      36    8.3kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-stop-words                                             2     r      STARTED      38    8.3kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-stop-words                                             2     r      STARTED      38    8.3kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-stop-words                                             2     p      STARTED      38    8.3kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-templates                                  0     p      STARTED       2    8.2kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-templates                                  0     r      STARTED       2    8.2kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-templates                                  0     r      STARTED       2    8.2kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-stop-words                                             1     r      STARTED      35    8.1kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-stop-words                                             1     p      STARTED      35    8.1kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-stop-words                                             1     r      STARTED      35    8.1kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-stop-words                                             4     r      STARTED      32    7.7kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-stop-words                                             4     p      STARTED      32    7.7kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-stop-words                                             4     r      STARTED      32    7.7kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-state                                      0     r      STARTED       2    7.4kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-state                                      0     p      STARTED       2    7.4kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-state                                      0     r      STARTED       2    7.4kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
migrations                                                         1     r      STARTED       2    6.3kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
migrations                                                         1     r      STARTED       2    6.3kb x.x.x.x a5d7289b2729c0a489674139b94e1430
migrations                                                         1     p      STARTED       2    6.3kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-ml-model-group                                            0     p      STARTED       1    5.9kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-ml-model-group                                            0     r      STARTED       1    5.9kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-ml-model-group                                            0     r      STARTED       1    5.9kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.kibana_264559204_contentful_1                                     0     p      STARTED       1    5.2kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.kibana_264559204_contentful_1                                     0     r      STARTED       1    5.2kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.kibana_264559204_contentful_1                                     0     r      STARTED       1    5.2kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.kibana_3506402_root_1                                             0     r      STARTED       1    5.2kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.kibana_3506402_root_1                                             0     p      STARTED       1    5.2kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.kibana_3506402_root_1                                             0     r      STARTED       1    5.2kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-job-scheduler-lock                                     4     r      STARTED       1      5kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-job-scheduler-lock                                     4     r      STARTED       1      5kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-job-scheduler-lock                                     4     p      STARTED       1      5kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-config                                     2     r      STARTED       1    3.9kb x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-config                                     2     r      STARTED       1    3.9kb x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-config                                     2     p      STARTED       1    3.9kb x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.ql-datasources                                                    0     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.ql-datasources                                                    0     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.ql-datasources                                                    0     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
themes                                                             0     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
themes                                                             0     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
themes                                                             0     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opensearch-observability                                          0     p      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opensearch-observability                                          0     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.opensearch-observability                                          0     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-state                                      1     p      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-state                                      1     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-state                                      1     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-state                                      2     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-state                                      2     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-state                                      2     p      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-state                                      3     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-state                                      3     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-state                                      3     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-state                                      4     p      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-state                                      4     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-state                                      4     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-templates                                  1     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-templates                                  1     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-templates                                  1     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-templates                                  2     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-templates                                  2     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-templates                                  2     p      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-templates                                  3     p      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-templates                                  3     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-templates                                  3     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-templates                                  4     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-templates                                  4     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-templates                                  4     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-config                                     0     p      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-config                                     0     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-config                                     0     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-config                                     1     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-config                                     1     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-config                                     1     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-config                                     3     p      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-config                                     3     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-config                                     3     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.plugins-flow-framework-config                                     4     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.plugins-flow-framework-config                                     4     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.plugins-flow-framework-config                                     4     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-job-scheduler-lock                                     0     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-job-scheduler-lock                                     0     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-job-scheduler-lock                                     0     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-job-scheduler-lock                                     1     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-job-scheduler-lock                                     1     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
